H3122_vitro_vehicle_rep1	H3122_vitro_vehicle_rep2	H3122_vitro_crizotinib_48h_rep1	H3122_vitro_crizotinib_48h_rep2
ACAP2	1605.29147281843	1273.00513746626	1414.74575863635	1521.23944309826
ACAP3	734.774957227552	883.569284498102	1199.2613512711	1331.46918215883
ACAT1	247.875889185198	232.878726146787	271.872850414103	215.414890796112
ACAT2	2937.13255994842	3297.48448367509	1500.33535969264	1481.23382052184
ACBD3	1150.85234264556	1130.14675924176	1184.15730402587	1089.38387631177
ACBD4	107.216158417407	114.482398988126	161.109837282431	160.022490305683
ACBD5	453.45549569197	411.940939948728	465.20465515302	464.680693003042
ACBD6	415.093750937118	514.681554425251	442.04511604367	391.84994421007
ACBD7	102.297986012939	88.0633838370202	120.832377961823	103.604304620987
ACCN1	0.983634480893644	2.93544612790067	0	0
ACCN2	198.694165140516	221.136941635184	228.574581644449	207.208609241974
ACCN3	2.95090344268093	2.93544612790067	12.0832377961823	12.3094223312064
ACCN4	0	3.91392817053423	3.02080944904558	0
ACCN5	0	0	0	0
ACCS	29.5090344268093	35.2253535348081	81.5618551242308	93.3464526783152
ACCSL	0	0	0	0
ACD	196.726896178729	185.911588100376	148.019663003234	161.04827549995
ACE	71.805317105236	57.7304405153799	125.867060376899	140.532571614606
ACE2	0	0	0	2.0515703885344
ACER1	0	0	0	1.0257851942672
ACER2	27.541765465022	18.5911588100376	26.1803485583951	41.031407770688
ACER3	448.537323287501	395.306745223957	361.490197402455	419.546144455285
ACHE	54.0998964491504	36.2038355774416	10.0693648301519	10.257851942672
ACIN1	4866.03977698086	4972.64574066374	4998.43270168743	4939.15571039657
ACLY	3900.1107167433	3578.30882991092	2274.66951513132	2421.87884366486
ACMSD	0.983634480893644	2.93544612790067	2.01387296603039	6.1547111656032
ACN9	289.188537382731	337.576304708577	308.12256380265	274.91043206361
ACO1	1219.70675630812	1126.23283107122	704.855538110636	734.462199095315
ACO2	1972.18713419176	2161.46683217753	1832.62439908765	1651.51416277019
ACOT1	28.5253999459157	28.3759792363732	40.2774593206078	42.0571929649552
ACOT11	168.201496232813	193.739444441444	266.838167999027	265.678365315205
ACOT12	0	0	0	0
ACOT13	555.753481704909	631.120917498644	513.537606337749	491.351108053989
ACOT2	247.875889185198	259.297741297893	312.15030973471	311.838699057229
ACOT4	143.610634210472	195.696408526711	169.165329146553	158.996705111416
ACOT6	0.983634480893644	0	0	0
ACOT7	386.568350991202	434.446026929299	275.900596346163	242.085305847059
ACOT8	221.31775820107	263.211669468427	240.657819440631	193.873401716501
ACOT9	225.252296124644	251.469884956824	188.297122323841	143.609927197408
ACOX1	1598.40603145217	1561.65734004316	1564.77929460561	1499.69795401865
ACOX2	7.86907584714915	18.5911588100376	4.02774593206078	7.1804963598704
ACOX3	98.3634480893644	116.439363073393	165.137583214492	153.86777914008
ACOXL	79.6743929523851	70.4507070696161	49.3398876677445	47.1861189362912
ACP1	1993.82709277142	2308.23913857256	2344.14813245937	2193.12874534327
ACP2	736.742226189339	824.860361940089	598.120270911026	614.445331366053
ACP5	84.5925653568534	99.8051683486228	114.790759063732	89.2433119012464
ACP6	1831.52740342396	1962.83497752292	1356.34344262147	1365.32009356964
ACPL2	147.545172134047	160.471054991903	225.553772195404	222.595387155982
ACPP	143.610634210472	144.815342309766	179.234693976705	163.099845888485
ACPT	0	0	1.00693648301519	1.0257851942672
ACR	0	0	0	0
ACRBP	1.96726896178729	0	5.03468241507597	7.1804963598704
ACRC	14.7545172134047	14.6772306395034	17.1179202112583	20.515703885344
ACRV1	6.88544136625551	9.78482042633557	5.03468241507597	4.1031407770688
ACSBG1	9.83634480893644	11.7417845116027	6.04161889809117	7.1804963598704
ACSBG2	4.91817240446822	4.89241021316779	5.03468241507597	15.386777914008
ACSF2	296.073978748987	292.566130747434	507.495987439658	431.855566786491
ACSF3	175.086937599069	194.717926484078	214.477470882236	228.750098321586
ACSL1	2556.46601584258	2444.24814249863	2380.39784584792	2455.72975507568
ACSL3	4907.35242517839	4528.4148933081	2739.87417028434	3001.44747842583
ACSL4	5168.9991970961	4640.94032821096	4619.82458407371	5000.7028220526
ACSL5	112.134330821875	121.331773286561	172.186138595598	170.280342248355
ACSL6	7.86907584714915	8.80633838370201	14.0971107622127	16.4125631082752
ACSM1	0.983634480893644	0.978482042633557	2.01387296603039	0
ACSM2A	0	0	0	0
ACSM2B	0	0	0	0
ACSM3	82.6252963950661	127.202665542362	148.019663003234	125.145793700598
ACSM4	0.983634480893644	0.978482042633557	2.01387296603039	0
ACSM5	0	0	0	0
ACSS1	32.4599378694902	42.074727833243	485.343384813324	482.119041305584
ACSS2	575.426171322782	580.239851281699	521.593098201871	488.273752471187
ACSS3	246.892254704305	203.52426486778	247.706374821738	261.575224538136
ACTA1	0.983634480893644	0.978482042633557	3.02080944904558	2.0515703885344
ACTA2	5.90180688536186	6.8493742984349	16.1109837282431	15.386777914008
ACTB	35544.6156015727	41103.0951649078	25974.93351586	23881.3051077347
ACTBL2	1.96726896178729	0.978482042633557	3.02080944904558	0
ACTC1	0	0.978482042633557	0	0
ACTG1	38229.9377344123	43397.6355548835	44458.2595980869	38599.2710750805
ACTG2	0	0	0	0
ACTL10	59.0180688536186	60.6658866432806	63.4369984299573	50.2634745190928
ACTL6A	1907.26725845277	2015.67300782513	1576.86253240179	1545.85828776067
ACTL6B	0	0	0	1.0257851942672
ACTL7A	0	0	0	0
ACTL7B	0	0	1.00693648301519	1.0257851942672
ACTL8	0	0	1.00693648301519	0
ACTL9	0	0	0	0
ACTN1	3051.23415973208	2970.67148143548	1747.03479803136	1786.91780841346
ACTN2	0	0	0	0
ACTN3	0	0	0	1.0257851942672
ACTN4	8481.88012874589	8602.81411883423	6559.18425036098	6568.10259889288
ACTR10	669.855081488571	729.947603804634	744.126060948229	704.714428461567
ACTR1A	1497.09167992013	1737.7841077172	1418.77350456841	1323.26290060469
ACTR1B	772.15306750151	829.752772153257	844.819709249748	786.777244002943
ACTR2	9069.10991383939	8739.80160480293	6814.94611704684	6900.45700183546
ACTR3	5504.41855508083	5641.92745782509	3198.03027005626	3168.65046509138
ACTR3B	223.285027162857	258.319259255259	182.25550342575	164.125631082752
ACTR3BP2	0	0	0	0
ACTR3BP5	0	0	0	0
ACTR3C	32.4599378694902	28.3759792363732	36.249713388547	44.1087633534896
ACTR5	199.67779962141	212.330603251482	166.144519697507	167.202986665554
ACTR6	543.949867934185	597.852528049104	572.946858835646	506.737885967997
ACTR8	484.931799080566	464.77897025094	490.3780672284	495.454248831058
ACTRT1	0	0	0	0
ACTRT2	0	0	0	0
ACVR1	454.439130172863	426.618170588231	444.058989009701	403.13358134701
ACVR1B	620.673357443889	610.57279460334	752.18155281235	728.307487929712
ACVR1C	52.1326274873631	45.9886560037772	38.2635863545774	49.2376893248256
ACVR2A	154.430613500302	177.105249716674	198.366487153993	190.796046133699
ACVR2B	320.664840771328	276.910418065297	317.184992149786	431.855566786491
ACVRL1	0	0	0	0
ACY1	12.7872482516174	16.6341947247705	9.06242834713675	12.3094223312064
ACY3	16.7217861751919	19.5696408526711	39.2705228375926	28.7219854394816
ACYP1	143.610634210472	145.7938243524	172.186138595598	172.33191263689
ACYP2	87.5434687995343	98.8266863059893	132.915615758006	102.57851942672
ADA	45.2471861211076	37.1823176200752	41.284395803623	38.9798373821536
ADAD1	0	0	0	0
ADAD2	0	0	0	0
ADAL	148.52880661494	133.073557798164	162.116773765446	157.970919917149
ADAM1	53.1162619682568	53.8165123448456	97.6728388524739	75.9081043757728
ADAM10	2253.50659572734	1741.69803588773	1604.04981744321	1727.42226714597
ADAM11	8.85271032804279	13.6987485968698	18.1248566942735	22.5672742738784
ADAM12	6.88544136625551	0.978482042633557	2.01387296603039	3.0773555828016
ADAM15	2671.55125010714	2837.59792363732	2090.40013873954	2007.46162518091
ADAM17	1271.83938379548	1128.18979515649	1046.20700585279	1119.13164694552
ADAM18	0	0	0	0
ADAM19	415.093750937118	418.790314247162	125.867060376899	148.738853168744
ADAM2	0	0	0	0
ADAM20	0	0.978482042633557	0	2.0515703885344
ADAM21	8.85271032804279	5.87089225580134	6.04161889809117	1.0257851942672
ADAM21P1	0	0	0	0
ADAM22	140.659730767791	83.1709736238524	176.213884527659	201.053898076371
ADAM23	126.88884803528	106.654542647058	176.213884527659	176.435053413958
ADAM28	196.726896178729	170.255875418239	257.77573965189	264.652580120938
ADAM29	0	0.978482042633557	0	1.0257851942672
ADAM30	0	0	0	0
ADAM32	4.91817240446822	2.93544612790067	2.01387296603039	2.0515703885344
ADAM33	2.95090344268093	2.93544612790067	2.01387296603039	2.0515703885344
ADAM3A	0	0	0	0
ADAM5P	0	0	0	0
ADAM6	0	0	0	0
ADAM7	0	0	0	0
ADAM8	203.612337544984	211.352121208848	102.70752126755	87.191741512712
ADAM9	2580.07324338403	2375.75439951428	2471.02212931929	2519.32843712024
ADAMDEC1	0	0	0	0
ADAMTS1	8.85271032804279	9.78482042633557	4.02774593206078	0
ADAMTS10	13.770882732511	9.78482042633557	46.3190782186989	29.7477706337488
ADAMTS12	1.96726896178729	1.95696408526711	1.00693648301519	1.0257851942672
ADAMTS13	53.1162619682568	49.9025841743114	124.860123893884	122.068438117797
ADAMTS14	26.5581309841284	25.4405331084725	32.2219674564862	40.0056225764208
ADAMTS15	16.7217861751919	24.4620510658389	26.1803485583951	42.0571929649552
ADAMTS16	0.983634480893644	0.978482042633557	1.00693648301519	1.0257851942672
ADAMTS17	12.7872482516174	20.5481228953047	16.1109837282431	14.3609927197408
ADAMTS18	1.96726896178729	0	8.05549186412156	7.1804963598704
ADAMTS19	0.983634480893644	0.978482042633557	2.01387296603039	0
ADAMTS2	0	0.978482042633557	0	3.0773555828016
ADAMTS20	0	0	0	0
ADAMTS3	57.0507998918313	55.7734764301128	45.3121417356838	45.1345485477568
ADAMTS4	1.96726896178729	0.978482042633557	2.01387296603039	0
ADAMTS5	0	0	0	0
ADAMTS6	38.3617447548521	31.3114253642738	16.1109837282431	18.4641334968096
ADAMTS7	72.7889515861296	85.1279377091195	58.4023160148813	50.2634745190928
ADAMTS8	0	0	0	0
ADAMTS9	12.7872482516174	15.6557126821369	4.02774593206078	6.1547111656032
ADAMTS9-AS2	0	0	0	0
ADAMTSL1	0	0	0	0
ADAMTSL2	0.983634480893644	2.93544612790067	9.06242834713675	9.2320667484048
ADAMTSL3	0	0	0	0
ADAMTSL4	72.7889515861296	73.3861531975168	43.2982687696534	80.0112451528416
ADAMTSL5	60.9853378154059	58.7089225580134	66.4578078790028	61.547111656032
ADAP1	352.141144159924	372.801658243385	247.706374821738	248.240017012662
ADAP2	3.93453792357457	0.978482042633557	2.01387296603039	4.1031407770688
ADAR	5751.31080978513	5007.87109419855	5288.4304087958	5419.22318131362
ADARB1	361.977488968861	383.564960712354	247.706374821738	229.775883515853
ADARB2	0	0	0	0
ADARB2-AS1	0	0	0	0
ADAT1	284.270364978263	226.029351848352	210.449724950176	215.414890796112
ADAT2	220.334123720176	199.610336697246	234.61620054254	264.652580120938
ADAT3	92.4616412040025	94.9127581354551	65.4508713959876	63.5986820445664
ADC	24.5908620223411	23.4835690232054	39.2705228375926	35.902481799352
ADCK1	138.692461806004	169.277393375605	170.172265629568	176.435053413958
ADCK2	260.663137436816	267.125597638961	284.9630246933	277.987787646411
ADCK3	283.286730497369	296.480058917968	560.863621039463	592.903842286442
ADCK4	317.713937328647	273.974971937396	416.871703968291	420.571929649552
ADCK5	204.595972025878	246.577474743656	257.77573965189	251.317372595464
ADCY1	737.725860670233	597.852528049104	592.078652012934	742.668480649453
ADCY10	2.95090344268093	0	2.01387296603039	3.0773555828016
ADCY2	0	0	0	0
ADCY3	1293.47934237514	1199.61898426874	1157.97695546747	1089.38387631177
ADCY4	6.88544136625551	8.80633838370201	32.2219674564862	41.031407770688
ADCY5	6.88544136625551	2.93544612790067	13.0901742791975	16.4125631082752
ADCY6	773.136701982404	798.441346788983	993.846308735997	949.877089891427
ADCY7	197.710530659622	183.954624015109	224.546835712388	209.260179630509
ADCY8	0	0	0	0
ADCY9	2013.49978238929	1845.41713240689	2466.99438338723	2611.64910460429
ADCYAP1	0	0	0	0
ADCYAP1R1	0	0	0	0
ADD1	1676.11315544277	1631.12956507014	1635.26484841668	1699.72606690075
ADD2	52.1326274873631	52.8380303022121	37.2566498715622	30.773555828016
ADD3	1945.62900320763	1782.79428167834	2514.32039808894	2498.8127332349
ADGB	0	0	1.00693648301519	0
ADH1A	0.983634480893644	0.978482042633557	3.02080944904558	2.0515703885344
ADH1B	0	0	0	0
ADH1C	0	0	2.01387296603039	2.0515703885344
ADH4	0	0	0	0
ADH5	1091.83427379194	1027.40614476524	1042.17925992073	1001.16634960479
ADH6	1.96726896178729	1.95696408526711	4.02774593206078	2.0515703885344
ADH7	0	0	3.02080944904558	2.0515703885344
ADHFE1	8.85271032804279	1.95696408526711	2.01387296603039	6.1547111656032
ADI1	1913.16906533814	2071.44648425524	2534.45912774924	2244.41800505663
ADIG	0	0	0	0
ADIPOQ	0	0	0	0
ADIPOR1	1945.62900320763	1878.68552185643	1562.76542163958	1502.77530960145
ADIPOR2	2614.5004502153	2460.8823372234	1745.02092506533	1851.5422756523
ADK	1008.22534291598	991.202309187794	849.854391664824	852.427496436043
ADM	25.5744965032347	34.2468714921745	10.0693648301519	9.2320667484048
ADM2	418.044654379799	422.704242417697	265.831231516011	242.085305847059
ADNP	1858.08553440809	1651.67768796544	1787.31225735197	1878.21269070324
ADNP2	803.629370890107	702.550106610894	688.744554382393	663.683020690878
ADO	772.15306750151	765.172957339442	595.09946146198	663.683020690878
ADORA1	169.185130713707	180.040695844575	53.3676335998053	58.4697560732304
ADORA2A	47.2144550828949	46.9671380464107	25.1734120753799	16.4125631082752
ADORA2B	374.764737220478	356.167463518615	223.539899229373	229.775883515853
ADORA3	0	0	0	0
ADPGK	960.027253352196	1038.1694472342	917.319136026842	912.948822897808
ADPRH	21.6399585796602	20.5481228953047	30.2080944904558	33.8509114108176
ADPRHL1	27.541765465022	26.419015151106	68.4716808450332	61.547111656032
ADPRHL2	348.20660623635	327.791484282242	329.268229945969	304.658202697358
ADRA1A	0	0	0	0
ADRA1B	3.93453792357457	3.91392817053423	5.03468241507597	3.0773555828016
ADRA1D	1.96726896178729	1.95696408526711	1.00693648301519	1.0257851942672
ADRA2A	0.983634480893644	0	6.04161889809117	3.0773555828016
ADRA2B	4.91817240446822	9.78482042633557	2.01387296603039	1.0257851942672
ADRA2C	50.1653585255758	74.3646352401503	97.6728388524739	88.2175267069792
ADRB1	60.0017033345123	82.1924915812188	79.5479821582004	82.062815541376
ADRB2	23.6072275414474	12.7202665542362	7.04855538110636	15.386777914008
ADRB3	0	0	0	0
ADRBK1	3232.22290421651	3372.82760095787	1795.36774921609	1887.44475745165
ADRBK2	913.796432750195	798.441346788983	903.22202526463	979.624860525176
ADRM1	2043.99245129699	2274.97074912302	1566.79316757164	1494.56902804731
ADSL	1236.42854248331	1307.25200895843	1314.05211033483	1145.80206199646
ADSS	1093.80154275373	1076.33024689691	1056.27637068294	1030.91412023854
ADSSL1	140.659730767791	163.406501119804	218.505216814297	190.796046133699
ADTRP	0.983634480893644	1.95696408526711	3.02080944904558	0
AEBP1	173.119668637281	172.212839503506	205.4150425351	184.641334968096
AEBP2	839.040212202278	801.376792916883	729.022013703001	773.442036477469
AEN	953.141811985941	996.094719400961	601.141080360071	602.135909034846
AES	3683.7111309467	4067.5498512277	4166.70316671687	3845.66869330773
AFAP1	1007.24170843509	841.494556664859	1295.92725364056	1419.68670886581
AFAP1-AS1	100.330717051152	66.5367788990819	88.6104105053371	99.5011638439184
AFAP1L1	106.232523936514	87.0849017943866	96.6659023694587	106.681660203789
AFAP1L2	101.314351532045	106.654542647058	503.468241507597	438.010277952094
AFF1	1578.7333418343	1184.94175362924	1378.4960452478	1605.35382902817
AFF2	107.216158417407	90.9988299649208	53.3676335998053	81.0370303471088
AFF3	1.96726896178729	0	5.03468241507597	4.1031407770688
AFF4	2756.14381546399	2000.99577718562	1963.52614187963	2401.36313977952
AFG3L1P	174.103303118175	162.42801907717	131.90867927499	158.996705111416
AFG3L2	981.667211931856	1051.86819583107	965.652087211572	899.613615372335
AFM	0	1.95696408526711	0	4.1031407770688
AFMID	421.979192303373	462.822006165673	514.544542820764	492.376893248256
AFP	0.983634480893644	0.978482042633557	0	0
AFTPH	1085.93246690658	1008.8149859552	1388.56541007795	1334.54653774163
AGA	215.415951315708	224.072387763085	371.559562232607	321.070765805634
AGAP1	1195.11589428578	1048.93274970317	1126.761924494	1209.40074404103
AGAP11	2.95090344268093	2.93544612790067	4.02774593206078	6.1547111656032
AGAP2	140.659730767791	159.49257294927	159.095964316401	138.481001226072
AGAP3	770.185798539723	853.236341176462	1084.47059220736	1023.73362387867
AGAP4	7.86907584714915	14.6772306395034	11.0763013131671	10.257851942672
AGAP5	8.85271032804279	6.8493742984349	18.1248566942735	13.3352075254736
AGAP6	51.1489930064695	51.8595482595785	68.4716808450332	53.3408301018944
AGAP7	0	0.978482042633557	2.01387296603039	1.0257851942672
AGAP8	9.83634480893644	7.82785634106846	11.0763013131671	20.515703885344
AGAP9	0	0.978482042633557	1.00693648301519	1.0257851942672
AGBL1	0	0	0	0
AGBL2	4.91817240446822	4.89241021316779	26.1803485583951	16.4125631082752
AGBL3	20.6563240987665	19.5696408526711	31.215030973471	33.8509114108176
AGBL4	1.96726896178729	5.87089225580134	6.04161889809117	4.1031407770688
AGBL5	1166.59049433986	1292.57477831893	1598.00819854511	1484.31117610464
AGER	44.263551640214	33.2683894495409	47.3260147017141	45.1345485477568
AGFG1	1719.39307260209	1520.56109425255	1205.30297016919	1184.78189937862
AGFG2	236.072275414474	244.620510658389	193.331804738917	161.04827549995
AGGF1	808.547543294575	746.581798529404	833.743407936581	843.195429687639
AGK	434.76644055499	460.865042080405	439.024306594625	386.721018238734
AGL	997.405363626155	818.010987641654	1006.93648301519	1090.40966150603
AGMAT	125.905213554386	114.482398988126	71.4924902940788	69.7533932101696
AGMO	1.96726896178729	0	1.00693648301519	4.1031407770688
AGPAT1	685.59323318287	763.215993254175	766.278663574563	674.966657827818
AGPAT2	613.787916077634	723.098229506199	734.056696118077	685.22450977049
AGPAT3	1686.9331347326	1609.6029601322	1703.73652926171	1718.19020039756
AGPAT4	49.1817240446822	52.8380303022121	47.3260147017141	41.031407770688
AGPAT4-IT1	0.983634480893644	0.978482042633557	1.00693648301519	4.1031407770688
AGPAT5	875.434687995343	755.388136913106	665.585015273044	738.565339872384
AGPAT6	933.469122368068	927.600976416612	940.478675136192	836.014933327768
AGPAT9	168.201496232813	164.384983162438	63.4369984299573	102.57851942672
